income_level,env_identity_score,freq_ev,freq_hsr,diet_type,appliance_efficiency,freq_waste_sorting,freq_reduce_disposable,income_numeric,direct_rebound_score,psych_rebound_score
Medium,84.60921845232431,0.5288543613066384,0.6835336713189706,Omnivore,3,0.9775590559340867,1.0,2,0.36484636775381685,0.7832794817494394
Low,100.0,0.8584557473091265,1.0,Vegetarian,4,0.8238707923838007,1.0,1,0.2476076714031603,0.8129037855457957
Medium,43.14758950140603,0.37180299127453575,0.5903910391602911,Omnivore,1,0.6989306128046728,0.4787047708410016,2,0.6409951746901348,0.634347481993264
Low,63.64323019725413,0.24409457249260236,0.3350494708468321,Omnivore,4,0.6187681745835827,0.46195734298194147,1,0.6372804428267033,0.6482983617790377
High,28.76851945216519,0.9290134212929686,0.5341316981001597,Omnivore,4,0.5877654254850231,0.484624148487014,3,0.9967779830501982,0.4371711812203566
Low,68.29723734568813,0.4196722921572683,0.9960084557393826,Vegetarian,4,0.7681060936960982,0.8595539686076155,1,0.6307856725580809,0.8118918775866437
Medium,51.776995527498414,0.9813771043261948,0.5132445164438739,Vegetarian,3,0.8685659802909107,0.4587654353968387,2,0.8002602699815493,0.7307230728693042
Medium,88.8516869223743,0.449485182308101,0.8762460270370287,Vegetarian,2,1.0,0.023512515052322214,2,0.3229214638699366,0.8055513253301839
Medium,48.38077544972127,0.9217274205310659,0.29861901553083187,Omnivore,3,0.4466854823700897,0.0,2,0.7911579726961588,0.4552865589304637
Medium,34.662254430491075,0.9329625485670795,0.7614040636664126,Omnivore,1,0.6277474531091682,0.42675106424527387,2,0.8716627829213718,0.4729023574047068
Low,52.9310438894622,0.24185294706474614,1.0,Vegetarian,5,0.5569724985994782,0.538499804807402,1,0.654197809638745,0.6636710184560207
High,30.36768343174294,0.9982211815880133,0.565150978559825,Omnivore,5,0.411293588677335,0.11448258533284125,3,1.0,0.47335443601520594
Medium,71.26649181760965,0.5330745051445651,0.7765650918895083,Omnivore,4,0.7305153846195322,0.6762554555602056,2,0.42626594504028625,0.6760893259986858
High,29.02375430615519,1.0,0.2334012701156924,Omnivore,3,0.18205030172914066,0.0,3,1.0,0.4115846686914935
High,60.42686371774738,0.6501242726352388,0.5040751831007195,Vegetarian,5,0.5723840968878215,0.4498249063735536,3,1.0,0.6265419187787586
Medium,28.83282270215705,0.7443037173373661,0.29883941663869795,Omnivore,3,0.4306583691087744,0.13947831515401396,2,0.8669670812187298,0.5262745616604628
High,55.19553293195037,0.6669674091637978,0.7576654333212898,Vegetarian,5,0.746388551220143,0.0,3,1.0,0.7193058993492908
Low,84.65067233706802,0.32780075571285616,0.9525089026360902,Vegetarian,3,0.44257958925930857,0.7316074944301664,1,0.23714583233153225,0.7433099643931498
Low,65.40971837153693,0.1993501289446863,1.0,Vegan,5,0.7181601049149855,0.08744416386700282,1,0.6095577866667395,0.7355438972314601
Low,47.04759592552599,0.42543119425634557,0.30846948390486384,Omnivore,5,0.4548958031987649,0.6548191062257298,1,0.6738061339451962,0.5636838621582186
Medium,59.53194766591374,0.7554946570142149,0.8975277114846159,Vegetarian,5,0.3212904903785243,0.5965176416551004,2,0.847838308540112,0.6215820013022888
Medium,60.2702530806667,0.6050714851807668,0.8278497927315749,Omnivore,1,0.7742047543376853,0.30179494562235654,2,0.7863273882958498,0.5879477574174936
Low,67.08945518765108,0.6886292899005433,0.8516803738740846,Vegetarian,3,1.0,0.2537508687592289,1,0.7154653060422687,0.7930821479783031
High,39.4971245507876,0.48232635073194247,1.0,Omnivore,5,0.6913056909874344,0.0,3,1.0,0.49630001244607486
Medium,68.88850910770996,0.4814353459576055,0.5499810162340363,Omnivore,2,0.22222747036276513,0.43128370823002327,2,0.8004175393276013,0.5960564888972961
Low,19.434125525958372,0.044395264969327,0.1379439019711633,Omnivore,4,0.25924716591895763,0.3937201324206263,1,0.60374891594722,0.4616155430013638
Medium,50.551731714542846,0.8175324159581207,0.9250301662069067,Omnivore,3,0.37558457218707453,0.31971788974261317,2,0.9061305029101601,0.5585844018237407
Low,52.67589236322683,0.9898921622398746,0.6085369259521143,Omnivore,2,0.43711290410544124,0.3873473478238191,1,0.6538365632944989,0.4866848896566589
High,69.49990239106857,0.606879062624671,0.36508942816786744,Omnivore,5,0.6445629887633131,0.2475876933160968,3,1.0,0.5618104182367443
Low,60.339462790153036,0.01096365313154335,0.553071321241179,Vegetarian,2,0.15886644166167568,0.3513062486324742,1,0.6018372936575954,0.5253986519708069
High,38.9165541921557,0.3697926395509474,0.5039095451775903,Omnivore,4,0.0,0.25656481912428114,3,1.0,0.4695022292222949
Medium,45.225103112744776,0.6525268777504188,0.8429638923479659,Vegetarian,5,0.46929011400785886,0.4141091448966545,2,0.8442823715111257,0.7696883260167954
Low,62.98020014321111,0.6120793182038592,0.48748679476532764,Vegetarian,3,0.6793424581971319,0.47204931741257233,1,0.704297704912036,0.7350573527117673
Low,58.813989872031655,0.7878647195855439,0.7071242973135563,Vegetarian,1,0.5490651535602875,0.6247422946417709,1,0.5701424135508747,0.7028680411556872
High,51.313138355463806,0.4538840109610682,0.7390411361951515,Omnivore,3,0.26338696570709563,0.6240949473541948,3,0.9592564205070623,0.4938634831432431
Medium,52.78749315732031,0.763631915547134,0.7231748571506924,Omnivore,3,0.447062265716622,0.8984347913695778,2,0.8057687776067156,0.6656707690978786
Medium,70.44251995738934,0.7879840215236698,1.0,Omnivore,5,0.9935132232447013,0.6529935927038902,2,0.4739396302430166,0.7026478722885091
Medium,52.23461140696178,0.3228144977138433,0.30667729482510503,Vegetarian,5,0.44979359976080685,0.5615359731404909,2,0.8146251204502415,0.6181938571385569
Low,58.6786313395639,0.545488148056962,1.0,Vegetarian,3,0.4862270935202854,0.33220092408680807,1,0.6235503722901644,0.5740031591403519
Medium,92.54904882120815,0.24727380849832672,1.0,Vegetarian,4,1.0,1.0,2,0.4465217235628013,0.8328600335443269
Low,38.64476044674116,0.45256450343558263,0.9889515172035441,Omnivore,3,0.34329838333409723,0.18092008917574326,1,0.6580017750676879,0.4675536414142936
High,32.22235902638012,1.0,0.5915044131479761,Omnivore,5,0.45831020876262185,0.4491328888835534,3,1.0,0.4093682569760548
Medium,71.7538449719791,0.5211913798253908,0.812607106116876,Vegetarian,3,0.8097090654642792,0.4500821190533117,2,0.4419649273291393,0.6891407175237896
Medium,49.82035408058845,0.839566706475422,1.0,Omnivore,1,0.3197540544406177,0.3718362389846892,2,0.7311775034733664,0.5839381231010361
Low,55.226437083860695,0.5902533652596944,1.0,Vegan,4,0.35412331360225013,0.46621167251505413,1,0.8037771271231658,0.7693683573653528
Medium,48.28265432803329,0.19187671310235677,0.4801021530714641,Vegetarian,3,0.21324456880652232,0.0,2,0.788048057486258,0.5229531765239556
Medium,56.10299788848731,0.5811062446978964,0.4797568680270547,Vegetarian,5,0.35909149405522,0.5270430094605566,2,0.8587636756650259,0.6838805526341752
Medium,83.97807168144512,0.6059833291570634,0.9161255322771766,Vegan,3,1.0,0.6757452429030951,2,0.3436809988605551,0.897278580158372
Medium,72.0319268792718,0.498641335196384,1.0,Omnivore,3,0.5559593422619528,0.39810736627012233,2,0.4164927250778671,0.634040849061393
High,72.93335267830466,0.4196304395160704,0.6870218567976996,Vegan,3,0.7017516482539792,0.30639834957459183,3,0.5312238650588316,0.7987107232370835
Medium,38.75659416311032,0.4167086638472298,0.8457975861546829,Omnivore,3,0.33123474890314086,0.1307620218393833,2,0.7338824663627344,0.5553014530395596
Low,42.73269395170696,0.07276237623962711,0.9218151574991359,Vegetarian,1,0.5032461923365995,0.03730959109529153,1,0.4993976992159385,0.5329644160769597
Medium,17.413820107718593,0.09876905139875125,0.8657437654327488,Omnivore,5,0.0,0.0,2,0.8323300647270205,0.411343141553647
Medium,47.859287683758694,0.415916532932716,0.8032208963397567,Omnivore,2,0.698203223180031,0.19798547235697858,2,0.7193998479074292,0.5487602730042552
Medium,74.35054779578488,0.4053814819684637,0.774207917257894,Omnivore,3,1.0,0.5150656103594062,2,0.45840489086384784,0.6062942471931445
Medium,67.75419773622556,0.9255443258622235,1.0,Omnivore,4,0.6725112372836252,0.7930712426209473,2,0.9284497293720586,0.6647827592786342
Medium,56.67730105571814,0.37570580538027054,0.8947172585814434,Vegan,1,0.1188490272706651,0.19957741027752035,2,0.7399539408163365,0.6920274668092901
Medium,59.665495744229204,0.7578581220721001,1.0,Omnivore,1,0.4248360918596976,0.3221695585013068,2,0.8116348879824861,0.6114779106610069
Medium,49.66671686136892,0.5302475263662427,0.5933164300027229,Omnivore,1,0.5598692856960327,0.4488818240382288,2,0.7092755832800242,0.5942648722114307
Low,63.07138323602676,0.7040856686423355,0.9853060971832139,Vegetarian,2,0.7051431175657092,0.23150477215571474,1,0.6330299960370553,0.6438145624305248
Low,71.48817419220921,0.36011598301539915,0.615238533125172,Omnivore,3,0.6633262152971171,0.8243556163350594,1,0.2523418832365645,0.7099897411891084
Low,35.761698188842914,0.9419049728383291,0.42390540847285074,Omnivore,1,0.5777403053552596,0.008548919997667714,1,0.6496727492613035,0.4906277192416814
Medium,64.49471531756022,0.530088496914424,1.0,Vegetarian,3,0.5296992484298202,0.5777757234317259,2,0.8557166707322952,0.6136458554062207
Medium,73.98652306432001,0.9313240712852496,0.8913273515845351,Omnivore,4,0.9366865864062713,0.9351514977500085,2,0.4637907688641816,0.7246054337027188
Medium,53.773495665549454,0.3650456934761135,0.952144088750137,Vegetarian,3,0.53793584521847,0.15303035266273696,2,0.7293286927374177,0.5716012908777203
High,70.51050918180876,0.4002113490505246,0.6219910366571355,Omnivore,4,0.5918880950483386,0.3476898001391325,3,0.5362614394956486,0.587181047586643
Low,100.0,0.7737116477208488,1.0,Omnivore,3,1.0,0.6980650563836852,1,0.27995784164901194,0.8062309600440918
Medium,58.43485810519662,0.007759648337424485,0.7361079402290956,Omnivore,5,0.5755659229433163,0.4927098319880105,2,0.7891352577391411,0.5249269834358375
Medium,65.89960575007986,0.4752929765655083,0.9264583155959272,Omnivore,2,0.8364909846083984,0.510090300009287,2,0.7657067016329083,0.6648182405817937
Low,48.92914374507913,0.19280190266645925,0.535525450969615,Vegan,3,1.0,0.4026015048129989,1,0.5129229434545389,0.8922838362017745
Low,62.718767439030756,0.6273755044353622,1.0,Vegetarian,1,0.4403899483992914,0.674519106451503,1,0.6562573864373772,0.649720260617949
Low,66.90407437473456,0.9794198731378522,1.0,Omnivore,5,0.8451990176131563,0.5013597831105759,1,0.7293651619754625,0.6387710020024366
Low,62.92263510405207,0.46440290632064596,0.574529649377984,Omnivore,3,0.7568166289064139,0.0847094372249273,1,0.6138301233792204,0.6390999098773308
High,44.70457020436715,1.0,0.5241434108774778,Omnivore,5,0.8029077757789193,0.7545845832144082,3,1.0,0.6811482816285441
High,63.09542656988176,0.707784186951121,0.9766314025685018,Omnivore,3,0.8137838069631476,0.6552073922428996,3,1.0,0.5965418327361951
Medium,81.93293908076456,0.5958400311040241,1.0,Vegetarian,5,1.0,0.30063109450596337,2,0.5092220598146973,0.7418968783927081
High,66.7295364677179,1.0,1.0,Vegetarian,2,0.47053937361082115,0.5007861801425155,3,0.8966936492158563,0.7171607733654942
High,74.42980783607761,1.0,1.0,Omnivore,4,0.4891819590965906,0.8558570804564953,3,0.6463933101972107,0.6207281109866413
Low,56.444820449810585,0.7858004651879744,0.6750318192015917,Omnivore,1,0.37632367040644943,0.19783448013290178,1,0.5808200057021907,0.5001814050462744
High,71.24850359135566,0.5962557533167842,0.7510961923604567,Omnivore,5,0.6811160592946875,0.871065604519092,3,0.6789668626671178,0.5779543080813943
Medium,64.1890175732479,0.5450084157239405,0.575762711510621,Omnivore,5,0.9183929995417837,0.24439165272449048,2,0.8497654076413911,0.6134297164041105
High,45.73633905469152,0.423897233305685,0.3855153951698206,Vegetarian,5,0.7785126483453289,0.5100580152662436,3,1.0,0.6900085668162778
High,64.77781507198311,0.6439166980465398,1.0,Omnivore,5,0.5748134801720688,0.0,3,1.0,0.5806721312648148
Medium,45.12455004839534,0.4842130657597906,0.31881153621428954,Omnivore,2,0.4287999465474267,0.6590059541489227,2,0.8217607888085559,0.5232799416724166
Low,50.50679587672812,0.8316400401693309,1.0,Omnivore,1,0.2706757474293693,0.0,1,0.5744893800205464,0.4914520760955042
Low,62.83992460938561,0.8960283653249931,1.0,Vegan,4,0.6429528075647093,0.8810165661967388,1,0.7358298752178554,0.8337563360889008
Medium,64.45866410070187,0.41462006239647786,1.0,Omnivore,2,0.604944607326362,0.18743265945286658,2,0.7331768169224027,0.6314395744386101
High,42.161513023843064,0.21770444507323722,1.0,Vegetarian,3,0.3825494720786024,0.9164066991630513,3,0.9843538518269274,0.6517543424135334
High,75.80978656774315,1.0,0.7876539035619559,Omnivore,4,0.9942432543449684,0.6626227829635056,3,0.6842419927251107,0.6909497478176551
Low,68.5800941745071,0.1742786785013607,1.0,Vegetarian,4,0.766762806947271,0.8765437670930458,1,0.6308708921950725,0.7416124873453855
Medium,49.429073465836744,0.6218819638903935,0.405206667620833,Vegetarian,5,0.2328047825316829,0.35598762855170474,2,1.0,0.5291483051992736
Medium,36.93622805326237,0.024970900434131194,0.20632293487454753,Omnivore,5,0.0,0.0,2,0.8204247390597538,0.3895571278811553
Low,57.82643131377853,0.39950647526056426,1.0,Vegetarian,3,0.6886589421355853,0.20138162157731804,1,0.6136939240449514,0.771527185585833
Low,53.3108442920826,0.9859603021153498,0.3413508694573523,Vegetarian,5,0.5795830360859853,0.5840665857879064,1,0.8467866572311012,0.7202284350380568
Medium,61.69710685579534,0.1006936011038031,1.0,Omnivore,1,0.6925011913799981,1.0,2,0.6520417959493425,0.6825292244781804
High,54.5532500826665,0.6236931519996423,0.9475626800148884,Omnivore,5,0.5920331349177151,0.8872777907437233,3,1.0,0.5546339550178279
Medium,29.88814708882485,0.30714995018995217,0.9028904456862298,Omnivore,1,0.06996967237695889,0.27551047999210815,2,0.7423315627075681,0.34227809728711533
Medium,54.17479592548263,0.9050881233882643,0.516677835905279,Vegetarian,3,0.5037931873661881,0.7348642147443368,2,0.9406323807851155,0.7301158055286872
Medium,55.415713333975305,0.8693401079073552,0.9509439605895647,Vegetarian,3,0.49302780439099225,0.5269708457934555,2,0.7856786583240744,0.6851843500917758
Medium,69.50491537161088,0.23769876030622883,0.3907445141130116,Vegetarian,1,0.6787960760879852,0.5095970708536836,2,0.7349928180059258,0.6939629134128805
High,49.527004880834255,0.2811877870504312,1.0,Omnivore,5,0.670941962863324,0.4300581521244467,3,1.0,0.49047844113292466
High,85.1801201005885,0.9271383940611174,0.5955246935345149,Vegetarian,4,0.7363221613558246,0.5392483077843592,3,0.5386152804356056,0.761623514770314
Low,31.325391740223644,0.33636871188370976,0.8539850255348888,Omnivore,3,0.0820544066458698,0.28207435682005866,1,0.6662265874190209,0.36233154856929994
Medium,79.66751246703936,0.772084390606063,0.6228180635679251,Omnivore,1,1.0,0.771638102602205,2,0.23363559877813322,0.7100802383928829
Medium,56.63521543682843,0.032119756067814476,0.3516292466101849,Vegan,3,0.420299815524685,0.4518260380149856,2,0.7167027505950628,0.6783252758764287
Low,72.89377308515334,0.23339923517748942,0.845962543975161,Omnivore,5,0.9594245084987153,0.46389124578402563,1,0.30958865482576825,0.7243842883824689
Low,61.197022260881,0.6863722327726434,0.4752713215771944,Omnivore,3,1.0,0.3501433993431837,1,0.6669917990048526,0.6268913395776409
Medium,77.09333304038203,0.31237065530249775,1.0,Vegetarian,1,1.0,0.5587182841418377,2,0.3358949272454488,0.8356175024731618
Medium,54.18957053170783,0.8575876757624016,0.508513696042024,Omnivore,5,0.6747945473316331,0.4839575326924588,2,0.905091055384191,0.6110637054124854
Low,43.520693622332814,0.05859088771013543,0.5600760243474929,Omnivore,4,0.39557046821785363,0.2156029520098332,1,0.7256484247417203,0.4586272910848221
Low,81.30756430906595,0.3154819827855746,0.9739770728098027,Omnivore,1,0.9956918309898272,0.8342674661971693,1,0.12697285515631088,0.7359216391894055
High,58.29779031176788,1.0,0.5764572291361509,Vegetarian,5,0.5783959263520331,0.0,3,1.0,0.7202625458205049
Low,63.32337710436316,0.43307610258679263,0.6946050017317775,Vegan,3,0.916318930247475,0.5893690578105063,1,0.6730209981322381,0.8173879766615659
Low,78.52127871067192,0.8029656635446435,1.0,Vegetarian,5,0.9129200026645403,0.9451876132967625,1,0.47030376972765564,0.792141441612762
Medium,44.52067136858348,0.18266304885701368,0.40181320640394314,Omnivore,3,0.5208715858082351,0.9008366981214866,2,0.7452384034628634,0.47829800753271967
High,68.93236346458886,0.8098687349855378,0.426863406804878,Omnivore,5,0.6991754100090973,0.5508153054447331,3,1.0,0.6254315498901308
Low,51.15157865305664,0.7261060683694185,0.5841156783983025,Omnivore,2,0.4126837327268175,0.6201147135401957,1,0.5937798424985778,0.4420124518371869
Medium,58.01745966533442,0.31447663586651053,0.7144640653405503,Omnivore,3,0.5797227672904041,0.5450506408009503,2,0.6946220706220458,0.5620925624053168
Medium,61.084184480764335,0.8288971119758778,0.8480802045403893,Omnivore,3,0.6694066787928706,0.8134587335188079,2,0.8481798372969439,0.5469734642808083
Low,37.49667207829596,0.6034175784722833,0.5599070565664868,Omnivore,3,0.3235776616158583,0.2386512769459101,1,0.5827302247738143,0.4998856524200311
Medium,48.317444357693475,0.3891230096150302,1.0,Omnivore,1,0.5427771646964911,0.549616004533554,2,0.7209891452634201,0.5517371462908013
Medium,80.26609338619708,0.6576423933431585,0.44064995459945866,Omnivore,5,0.9997822873939877,0.01719676098665901,2,0.5024456547325943,0.4956125824861329
Medium,73.29286782877193,0.6767608474359242,0.7982318773424176,Vegetarian,5,0.7884428055940016,0.9056592290917489,2,0.5523662181442163,0.7464513180284097
Medium,59.060406340091475,0.16553529269386602,0.677557946356862,Vegetarian,5,0.4837221755102531,0.5282129332420997,2,0.8534110952021203,0.6438484260008095
Medium,63.64685187769339,0.40273236986696614,0.965812750195326,Vegan,1,0.08533878426358132,0.3197105433572323,2,0.7145564491936935,0.7026746090506806
Low,55.58636241545314,0.3434305880194931,1.0,Omnivore,5,0.7986155781596485,0.5437991902723945,1,0.6849615735539775,0.6687166799866114
High,80.34875078741973,0.7009027225791261,0.9121191605659609,Omnivore,4,0.7813720290592294,1.0,3,0.634039368895338,0.7367061927530941
Medium,56.994711333087544,0.7611105884852579,1.0,Vegetarian,4,0.6100398006252601,0.18536830610228255,2,0.8432859802862445,0.6696716498898744
Low,63.47763138202272,0.48253840746667265,0.619637551823311,Omnivore,2,0.7437748753797266,0.2584144942917287,1,0.6287345540189959,0.6222527537174875
Low,77.19045216213098,1.0,0.41682039335311594,Vegetarian,5,0.8809541412651525,0.15235199402250243,1,0.3928001668870581,0.7782213581295339
Medium,48.3394277273114,0.2936764133584362,0.40736030611296975,Vegetarian,1,0.6349506418988238,0.1326748913624648,2,0.7344814386803337,0.6375074793087847
Medium,83.3818377674534,0.515703578284929,0.8120340736118343,Vegetarian,1,1.0,0.40646659227651705,2,0.288974434528283,0.7965898899593383
Low,37.04307885384935,0.7869568104790414,0.5015493034577989,Vegan,5,0.5215388225802962,0.24749446580187714,1,0.7412701249221975,0.7123604235922808
Medium,84.44463196669199,0.6460245933207502,0.5192772908168376,Vegetarian,4,0.22103985619674427,0.716089994396668,2,0.47137733048884906,0.7429686812925743
Low,54.40986624072038,0.5470281464244477,0.7047094388943187,Vegetarian,5,0.6226946146415677,0.030515585863931993,1,0.8719299900648141,0.5188440923396449
Medium,56.359518782620775,0.053340163005183516,0.6199133655726666,Omnivore,1,0.6145942819266212,0.563064878447939,2,0.709204097078259,0.47723432770683566
Low,31.649847432255857,0.3985996627184558,0.2808684576187177,Vegetarian,2,0.2659382731355885,0.3379012524890077,1,0.549790940046394,0.5782867209610333
Medium,53.17807923933461,0.2707337324217325,0.562007526808582,Omnivore,4,0.6276869652681588,0.5105600107407234,2,0.8268980015850773,0.5380558098674774
Medium,44.402902034596735,0.9993351228311154,1.0,Vegetarian,5,0.44807925167735163,0.10620834071331386,2,0.9166495546823715,0.5925324677055875
High,50.88530481939791,0.5083550706323103,0.5564753895863297,Omnivore,3,0.39526148190308236,1.0,3,0.9073000334995244,0.5792501083128501
Low,57.94033551316681,0.8844965347938635,1.0,Omnivore,5,0.8267529123425345,0.6716436306844639,1,0.7891720777118542,0.7565312436468472
Medium,74.36687421709358,0.7762337350404774,0.9838814507432235,Vegetarian,4,0.8132263490164848,0.21689916734197806,2,0.46470341435146856,0.7668404641831594
Low,63.11405027100939,0.34091640919209043,0.7427514137634188,Omnivore,1,0.6656393300399068,0.046960352945297046,1,0.48204071722211217,0.6142851923942693
High,64.61514980101671,0.7435343783741237,0.5621013858087527,Vegetarian,5,0.2294429860185634,0.2952152689575791,3,1.0,0.5891137297894739
High,43.56720916731656,1.0,0.5868507451825282,Omnivore,4,0.8613985357361328,0.38939584646559944,3,1.0,0.558080506105115
Low,46.78868865595905,0.8833682980309119,0.826050656750838,Vegetarian,5,0.09502189785475029,0.8228739010665151,1,0.7594270634851821,0.5525481409891019
Medium,86.98087527526968,0.2603938750061452,0.7856575911257033,Vegetarian,2,0.9746495241360201,0.5212448213484252,2,0.32527278081366734,0.8823119792362073
High,48.9719844785513,0.5395731412081697,0.45975635596698833,Omnivore,3,0.6323144502112108,0.0,3,0.9190305780373639,0.5506309262053063
Medium,84.84312378085943,0.43522318021357165,0.5406783677959293,Omnivore,4,1.0,0.793092264871017,2,0.46692596442664286,0.7527989273692026
Medium,56.354082016787004,0.04204479607594469,1.0,Omnivore,4,0.3712078746046848,0.328126602064529,2,0.7698617130236697,0.6053414913185589
Low,60.03431904215256,0.5982377598518965,0.7404845709626684,Vegetarian,4,0.43858881651371573,0.5325700537608727,1,0.7415314646776996,0.6540836878081709
Low,76.05547740344895,0.954820052992188,1.0,Omnivore,2,0.9206300939102147,0.5841391033236922,1,0.23085760841160596,0.6561169839861335
High,79.07838632907985,0.6815743878255177,0.8858022927822045,Omnivore,2,0.9209696628368903,0.5773375763292641,3,0.41086838663722264,0.6829712248250882
